Number of clusters, Avarge Mean Score, Avarge Median Score
10, 0.006, 0.005
13, 0.01, 0.004
16, 0.014, 0.004
19, 0.012, 0.002
22, 0.009, 0.004
24, 0.015, 0.007
25, 0.016, 0.007
28, 0.019, 0.007
29, 0.014, 0.006
30, 0.014, 0.007
31, 0.01, 0.005
34, 0.014, 0.007
35, 0.009, 0.006
37, 0.015, 0.006
40, 0.015, 0.008
43, 0.019, 0.007
46, 0.015, 0.007
49, 0.015, 0.004
50, 0.015, 0.004
7, 0.007, 0.004
8, 0.013, 0.003
9, 0.014, 0.007
