Number of clusters, Avarge Mean Score, Avarge Median Score
10, 0.019, 0.011
13, 0.016, 0.01
16, 0.023, 0.016
19, 0.026, 0.018
22, 0.03, 0.023
24, 0.028, 0.018
25, 0.027, 0.018
28, 0.028, 0.011
29, 0.027, 0.018
30, 0.024, 0.015
31, 0.024, 0.014
34, 0.025, 0.015
35, 0.022, 0.015
37, 0.035, 0.014
40, 0.022, 0.012
43, 0.023, 0.015
46, 0.027, 0.016
49, 0.031, 0.015
50, 0.026, 0.012
7, 0.01, 0.01
8, 0.012, 0.012
9, 0.019, 0.021
