Number of clusters, Avarge Mean Score, Avarge Median Score
10, 0.011, 0.006
13, 0.038, 0.036
16, 0.034, 0.025
19, 0.036, 0.03
22, 0.037, 0.021
24, 0.031, 0.02
25, 0.036, 0.029
28, 0.039, 0.032
29, 0.033, 0.028
30, 0.041, 0.029
31, 0.041, 0.039
34, 0.034, 0.029
35, 0.038, 0.033
37, 0.039, 0.032
40, 0.036, 0.031
43, 0.036, 0.026
46, 0.035, 0.026
49, 0.036, 0.032
50, 0.031, 0.024
7, 0.02, 0.006
8, 0.032, 0.03
9, 0.015, 0.008
