0,3089
1,544
2,7078
3,71
4,22168
5,97
6,392
7,91
8,49
9,8632
10,345
11,5480
12,680
13,100
14,68
15,7603
16,16188
17,150
18,530
19,4716
20,191
21,436
22,533
23,91
24,953
25,137
26,1658
27,1717
28,11641
29,115
30,60
31,20
32,2291
33,362
34,161
35,48
36,1381
37,171
38,232
39,217
40,2253
41,770
42,6269
43,13
44,59
45,56
