0,5050
1,80
2,11462
3,416
4,10242
5,5137
6,690
7,10662
8,1572
9,7222
10,24219
11,2258
12,9124
13,376
14,843
15,61
16,3889
17,5146
18,572
19,159
20,5901
21,4849
