Number of clusters, Avarge Mean Score, Avarge Median Score
10, 0.042, 0.025
13, 0.035, 0.024
16, 0.041, 0.018
19, 0.04, 0.021
22, 0.031, 0.015
24, 0.031, 0.014
25, 0.029, 0.009
28, 0.031, 0.014
29, 0.03, 0.01
30, 0.023, 0.007
31, 0.028, 0.013
34, 0.024, 0.011
35, 0.031, 0.011
37, 0.027, 0.016
40, 0.029, 0.01
43, 0.027, 0.008
46, 0.03, 0.01
49, 0.024, 0.008
50, 0.028, 0.009
7, 0.041, 0.019
8, 0.039, 0.024
9, 0.026, 0.019
